title,date,venue,price,organizer,description,image_url,concert_link,location,event_type
Concerto grosso x 6,11/21/2025 17:00,See Website for more details,See Website for more details,Fibo,See Website for more details,https://s1.ticketm.net/dam/a/a52/680606d1-8bc0-496e-80ea-fe5f72969a52_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.fi/event/concerto-grosso-x-6-tickets/1949498526?language=en-us,"Helsinki, Finland",Classical - Other
Avond van De Filmmuziek 2025,11/21/2025 19:00,Ziggo Dome,See Website for more details,Avond van De Filmmuziek,See Website for more details,https://s1.ticketm.net/dam/a/16c/1a36c85a-a173-47f6-b843-d05c427f516c_SOURCE,https://www.ticketmaster.nl/event/avond-van-de-filmmuziek-2025-tickets/762461699?language=en-us,"Amsterdam, Netherlands",Classical - Classical/Vocal
Night of the Proms 2025,11/21/2025 19:30,Sportpaleis Antwerpen,See Website for more details,Night of the Proms,See Website for more details,https://s1.ticketm.net/dam/e/ac1/5115e6a7-3b27-457a-b403-ad87488a5ac1_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.be/event/night-of-the-proms-2025-tickets/1441603041,"Merksem (Antwerpen), Belgium",Classical - Pop
Hauser | VIP Packages,11/21/2025 19:30,Bilbao Arena Miribilla,See Website for more details,HAUSER,See Website for more details,https://s1.ticketm.net/dam/a/2eb/bfd88bd8-4315-468d-8bb2-1df532dbe2eb_SOURCE,https://www.ticketmaster.es/event/hauser-%7C-vip-packages-tickets/1873679013?language=en-us,"Bilbao, Spain",Classical - Classical/Vocal
JARAMAR presenta MEMORIA,11/22/2025 2:00,Teatro de la Ciudad Esperanza Iris,See Website for more details,Jaramar,"MEMORIA es el debut escénico del nuevo proyecto discográfico de JARAMAR, cantante y compositora mexicana ganadora de un Latin Grammy. Un disco doble de composiciones originales que es un viaje hacia atrás, escarbando en la memoria ancestral de mujeres que la han antecedido y la suya propia, real e imaginada. Canciones profundamente poéticas y cargadas de historias que llevan al público en un viaje que transita entre lo íntimo y sutil, y texturas ricas y profundas que fusionan elementos electrónicos y acústicos con la sonoridad pura de la voz. Con MEMORIA, Jaramar confirma que sigue siendo una artista audaz y conmovedora que sigue sorprendiendo.",https://s1.ticketm.net/dam/e/073/52def734-6200-43a8-8111-e58125cbe073_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com.mx/jaramar-presenta-memoria-mexico-21-11-2025/event/3D0062989F732281,"Mexico, Mexico",Classical - Classical/Vocal
Orchestra Wellington - 6 The Artist Repents,11/22/2025 6:30,Michael Fowler Centre,See Website for more details,Orchestra Wellington,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Free preconcert talk at Renouf Foyer 6:30pm.",https://s1.ticketm.net/dam/a/983/d76c1667-f426-4727-8ca4-1948361eb983_CUSTOM.jpg,https://www.ticketmaster.co.nz/orchestra-wellington-6-the-artist-repents-wellington-22-11-2025/event/24006132A4E91A59,"Wellington, New Zealand",Classical - Symphonic
Percussion Plus : Tucson Symphony Orchestra,11/23/2025 2:30,Tucson Symphony Center,See Website for more details,Tucson Symphony Orchestra,Musicians from the Tucson Symphony Orchestra The TSO percussion ensemble teams up with other principal players to perform the music of Bernstein and more.,https://s1.ticketm.net/dam/e/42a/5c4e222d-095e-46f6-9198-b53728f8142a_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/percussion-plus-tucson-symphony-orchestra-tucson-arizona-11-22-2025/event/19006243B60E1DFE,"Tucson, United States Of America",Classical - Symphonic
DEATH STRANDING: Strands of Harmony,11/23/2025 4:00,Dolby Theatre,See Website for more details,DEATH STRANDING: Strands of Harmony,See Website for more details,https://s1.ticketm.net/dam/a/105/a6973cfa-e066-4882-83fc-10896cd85105_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.com/death-stranding-strands-of-harmony-hollywood-california-11-22-2025/event/09006253942C21FE,"Hollywood, United States Of America",Classical - Classical/Vocal
Hans Zimmer Live - Premium Ticket and Hotel,11/23/2025 19:31,First Direct Arena,See Website for more details,Hans Zimmer,See Website for more details,https://s1.ticketm.net/dam/a/758/a7c905ac-82eb-4af7-9088-73508d66d758_RECOMENDATION_16_9.jpg,https://www.eventtravel.com/hans-zimmer-live-tickets-2025?agentCodeWeblink=AF294,"Leeds, Great Britain",Classical - Classical/Vocal
Adam Pascal,11/24/2025 0:00,Tilles Center - Krasnoff Theater,See Website for more details,Adam Pascal,Prices are subject to change.,https://s1.ticketm.net/dam/a/b56/9cf582e9-0426-42ce-a63e-e0d1a2b71b56_SOURCE,https://www.ticketmaster.com/adam-pascal-brookville-new-york-11-23-2025/event/000062BCDA7F8C7A,"Brookville, United States Of America",Classical - Classical/Vocal
Hans Zimmer Live,11/24/2025 19:31,OVO Hydro,See Website for more details,Hans Zimmer,See Website for more details,https://s1.ticketm.net/dam/a/758/a7c905ac-82eb-4af7-9088-73508d66d758_RECOMENDATION_16_9.jpg,https://www.eventtravel.com/hans-zimmer-live-tickets-2025?agentCodeWeblink=AF294,"Glasgow, Great Britain",Classical - Classical/Vocal
Hans Zimmer: Premium Ticket & Hotel Package,11/26/2025 18:31,3Arena,See Website for more details,Hans Zimmer,See Website for more details,https://s1.ticketm.net/dam/a/bf5/34df57f5-32a7-4f91-b026-9f95c35fcbf5_1713151_TABLET_LANDSCAPE_3_2.jpg,https://www.eventtravel.com/hans-zimmer-live-tickets-2025?agentCodeWeblink=AF173,"Dublin, Ireland",Classical - Classical/Vocal
Oulu Sinfonia: Opera Favourites,11/27/2025 16:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-opera-favourites-tickets/874947115?language=en-us,"Oulu, Finland",Classical - Miscellaneous
" Les Egarés |  Ballaké Sissoko, Vincent Segal, Vincent Pei",11/27/2025 19:30,de Doelen,See Website for more details,Ballake Sissoko,See Website for more details,https://s1.ticketm.net/dam/a/495/8fa5473d-03be-4e8f-85a8-96b58d012495_SOURCE,https://www.ticketmaster.nl/event/-les-egares-%7C-ballake-sissoko-vincent-segal-vincent-pei-tickets/1379345977?language=en-us,"Rotterdam, Netherlands",Classical - Pop
Home Alone in Concert,11/29/2025 2:30,WinSport Event Centre,See Website for more details,Calgary Philharmonic Orchestra,"Kickstart your holiday season with the beloved comedy classic Home Alone, now 35 years young! Featuring renowned composer John Williams' delightful score performed live by your Calgary Phil, the film stars Macaulay Culkin as Kevin McCallister, an inventive eight-year-old boy who, after accidentally being left alone over Christmas, must defend his home against two bungling thieves. Hilarious and heart-warming, Home Alone is holiday fun for the whole family!",https://s1.ticketm.net/dam/e/a1f/c5e1aa56-2c10-44d8-a655-b3c034e8ea1f_SOURCE,https://www.ticketmaster.ca/home-alone-in-concert-calgary-alberta-11-28-2025/event/110062A2D9024D32,"Calgary, Canada",Classical - Symphonic
"ASCENSO: SANTIAGO CAÑÓN VALENCIA, el virtuoso del cello.",11/29/2025 23:00,El Cantoral ,See Website for more details,Santiago Canon-Valencia,"Prepárate para una velada inolvidable con Santiago Cañón-Valencia, chelista de talla internacional que ha conquistado los escenarios más prestigiosos del mundo, se presentara por primera vez en México en el Teatro Cantoral con su concierto Ascenso, un evento que combina virtuosismo y emoción en un viaje sonoro que no te puedes perder. Déjate envolver por la excelencia artística de este prodigio del chelo. Experimenta una velada irrepetible.",https://s1.ticketm.net/dam/e/819/942cb529-6e0f-4bdd-9219-bfc03068f819_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com.mx/ascenso-santiago-canon-valencia-el-virtuoso-mexico-29-11-2025/event/3D006275ADE33E8D,"Mexico, Mexico",Classical - Symphonic
Home Alone 2: Lost In New York - Live In Concert With The ASO,11/30/2025 0:00,Atlanta Symphony Hall,See Website for more details,Atlanta Symphony Orchestra,See Website for more details,https://s1.ticketm.net/dam/e/e04/2fd5e956-fd40-473f-a3b9-fcde64cd6e04_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.com/home-alone-2-lost-in-new-atlanta-georgia-11-29-2025/event/0E006251E0853F08,"Atlanta, United States Of America",Classical - Symphonic
The Princess Bride in Concert with the Minnesota Orchestra,11/30/2025 1:00,Orchestra Hall-MN,See Website for more details,Minnesota Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A74kvZ,"Minneapolis, United States Of America",Classical - Classical/Vocal
Auckland Choral Presents Sing Christmas!,11/30/2025 3:30,St Matthew-in-the-City,See Website for more details,Auckland Choral,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Join us for a heartwarming evening of festive music, featuring Christmas and summery works by Chris Artley, John Rutter, and David Hamilton. Enjoy traditional carols, including Gaudete, the haunting Coventry Carol, and the jubilant For Unto Us a Child is Born from Handels Messiah. Sing along with your favourite traditional carols, making this concert a true community celebration. Auckland Choral will be joined by organist Edmond Wong and tenor Chris McRae for a joyful concert programme that promises to delight and inspire. Perfect for a summer evening, this concert is a celebration of the holiday spirit and Aucklands rich choral tradition",https://s1.ticketm.net/dbimages/576469a.jpg,https://www.ticketmaster.co.nz/auckland-choral-presents-sing-christmas-auckland-30-11-2025/event/2400618B477B07C4,"Auckland, New Zealand",Classical - Classical/Vocal
Senses,11/30/2025 3:30,Orpheum Theatre,See Website for more details,Vancouver Metropolitan Orchestra,"Senses is more than a concert its an extraordinary musical journey crafted to awaken your spirit and stir your soul. Designed by award-winning composer Wendy Yau Sum Cheung, this 90-minute orchestral experience explores the depths of human emotion, guiding you through the senses of life in a way youve never felt before. Its a celebration of music, passion, and mental wellness brought to life on stage. Taking place at the iconic Orpheum Theatre in Vancouver, the show combines breathtaking visuals, immersive lighting, and crystal-clear sound to create a fully captivating atmosphere. Whether youre a classical music enthusiast or simply seeking inspiration, Senses offers a powerful and healing night that will stay with you long after the final note.",https://s1.ticketm.net/dam/e/e4c/38dc375b-115a-48d1-82ae-d4476f3d5e4c_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.ca/senses-vancouver-british-columbia-11-29-2025/event/1100629DD890453B,"Vancouver, Canada",Classical - Symphonic
Oulu Sinfonia: Lemminkäinen,12/4/2025 16:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-lemminkainen-tickets/12295239?language=en-us,"Oulu, Finland",Classical - Miscellaneous
Peter Bence,12/4/2025 18:30,Zorlu PSM - Turkcell Sahnesi,See Website for more details,Peter Bence,See Website for more details,https://s1.ticketm.net/dam/a/536/553f5088-7073-484c-8b06-2e56f1ec1536_SOURCE,https://www.biletix.com/performance/4ST10/001/TURKIYE/tr,"İstanbul, Turkey",Classical - Classical/Vocal
Asheville Symphony: Cirque De La Symphonie,12/5/2025 0:00,Harrah's Cherokee Center - Asheville,See Website for more details,Asheville Symphony,See Website for more details,https://s1.ticketm.net/dam/a/f83/5fd8a84b-278c-4f89-80ab-098eb60e1f83_985571_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/asheville-symphony-cirque-de-la-symphonie-asheville-north-carolina-12-04-2025/event/2D0062A5AF3C21D6,"Asheville, United States Of America",Classical - Symphonic
Debussy and Poulenc,12/5/2025 18:00,Sara kulturhus Stage 1,See Website for more details,Sara Kulturhus,See Website for more details,https://s1.ticketm.net/dam/e/7b0/add2dd81-a62c-4c26-9559-e7aad28af7b0_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.se/event/debussy-and-poulenc-tickets/764253853?language=en-us,"Skellefteå, Sweden",Classical - Other
The Tenors,12/6/2025 1:00,Centre in the Square-Ontario,See Website for more details,The Tenors,See Website for more details,https://s1.ticketm.net/dam/a/47b/f63e98b1-c487-4b62-8c13-54b18533d47b_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b67S,"Kitchener, Canada",Classical - Classical/Vocal
Beethoven's Emperor : Tucson Symphony Orchestra,12/6/2025 2:30,Linda Ronstadt Music Hall,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra José Luis Gomez, conductor Alessio Bax, piano Carlos Simon: Fate Now Conquers Beethoven: Piano Concerto No. 5, ""Emperor"" Shostakovich: Symphony No. 5",https://s1.ticketm.net/dam/e/fa5/9353fb00-ee52-4fc6-bfb5-3a39000a2fa5_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/beethovens-emperor-tucson-symphony-orchestra-tucson-arizona-12-05-2025/event/19006236AAC33306,"Tucson, United States Of America",Classical - Symphonic
"Ministry of Sound Classical, Sydney",12/6/2025 3:00,"The Showring, Entertainment Quarter",See Website for more details,Ministry of Sound Classical,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.moshtix.com.au/v2/event/ministry-of-sound-classical-sydney/181493,"Moore Park, Australia",Classical - Classical/Vocal
4TENOŘI: Christmas Wishes,12/6/2025 18:00,O2 Arena,See Website for more details,4 Tenoři – koncert,See Website for more details,https://s1.ticketm.net/dam/a/4ee/a09a8dbe-875c-4d7f-9be6-f33f9de8c4ee_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.cz/event/4tenori-christmas-wishes-tickets/51881?language=en-us,"Praha 9, Czech Republic",Classical - Classical/Vocal
Vladimir's Christmas Spectacular 2025,12/6/2025 18:00,3Arena,See Website for more details,Vladimir Jablokov,Doors: 6pm Show 7:30pm,https://s1.ticketm.net/dam/a/34c/06301e3e-81c0-4d88-b95d-7acbaacac34c_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.ie/vladimirs-christmas-spectacular-2025-dublin-06-12-2025/event/1800618C82020AC9,"Dublin, Ireland",Classical - Symphonic
The Singing Hoosiers Present Holiday Chimes,12/6/2025 19:00,Indiana University Auditorium,See Website for more details,Chimes of Christmas,"Kick off the holiday season with Bloomington's favorite winter tradition! The Singing Hoosiers Present Holiday Chimes comes to IU Auditorium for two performances and is sure to be full of festive cheer and musical brilliance. This heartwarming celebration features the Grammy-nominated Singing Hoosiers along with a variety of special guests from the Jacobs School of Music, delivering a dazzling lineup of holiday classics, spirited contemporary songs, and choral masterpieces. With breathtaking vocals, joyful energy, and seasonal sparkle, Holiday Chimes is the perfect way to share the magic of the season with family and friends.",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/the-singing-hoosiers-present-holiday-chimes-bloomington-indiana-12-06-2025/event/050062BDE2CA79D6,"Bloomington, United States Of America",Classical - Symphonic
Chanticleer,12/6/2025 20:00,New Jersey Performing Arts Center,See Website for more details,Chanticleer,"The GRAMMY® Award-winning vocal ensemble Chanticleer has been hailed as 'the world's reigning male chorus"" by The New Yorker, and is known around the world as ""an orchestra of voices"" for its wide-ranging repertoire and dazzling virtuosity. Founded in San Francisco in 1978 by singer and musicologist Louis Botto, Chanticleer quickly took its place as one of the most prolific recording and touring ensembles in the world, selling over one million recordings and performing thousands of live concerts to audiences around the world.",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/chanticleer-newark-new-jersey-12-06-2025/event/000062A2BA42C6DF,"Newark, United States Of America",Classical - Classical/Vocal
Underscore - Shostakovich's Fifth : Tucson Symphony Orchestra,12/7/2025 0:30,Linda Ronstadt Music Hall,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra José Luis Gomez, conductor Shostakovich: Symphony No. 5 This program will not have an intermission. Come early for live music and specialty drinks. At 5:30, excerpts and commentary will be followed by a complete performance of this symphonic masterpiece. Make an evening of it and enjoy restaurant specials post-concert.",https://s1.ticketm.net/dam/a/409/dff09d45-6cea-4086-bacb-f2f24972d409_114141_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/underscore-shostakovichs-fifth-tucson-symphony-orchestra-tucson-arizona-12-06-2025/event/1900624FE88B3EE2,"Tucson, United States Of America",Classical - Symphonic
Vienna Light Orchestra Christmas Tour 2025,12/7/2025 1:00,Music Hall At Fair Park,See Website for more details,Vienna Light Orchestra,"Celebrate the magic of the holiday season with Vienna Light Orchestra's Christmas Tour 2025! World-renowned, musicians and stunning sopranos from seven different countries bring the warmth and nostalgia of your favorite holiday classics-like White Christmas, Carol of the Bells, Grown-Up Christmas List, O Holy Night, and Ave Maria-to life. This awe-inspiring performance, filled with soaring strings, timeless melodies, holiday lights, snowfall, and more, promises to create unforgettable moments of joy for all. You may have just found your new Christmas holiday tradition!",https://s1.ticketm.net/dam/e/2c3/6ca95538-54db-49ae-8b9b-baa719b2d2c3_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/vienna-light-orchestra-christmas-tour-2025-dallas-texas-12-06-2025/event/0C00628FBE5D295B,"Dallas, United States Of America",Classical - Classical/Vocal
New West Symphony presents Winter Dreams,12/7/2025 3:00,"Fred Kavli Theatre- B of A Performing Arts Center,Thousand Oaks",See Website for more details,New West Symphony,"Duke Ellington?s Nutcracker Suite will swing you into the holiday spirit along with festive carols featuring the New West Symphony Chorus (sung in English and Spanish), a Las Posadas celebration, and seasonally-inspired music from Tchaikovsky?s ?Winter Dreams? Symphony. The holidays never sounded so good! THE PROGRAM Michael Christie, conductor New West Symphony Chorus, Wyant Morton, director Ellington/Strayhorn/Tyzik | Nutcracker Suite Tchaikovsky | Symphony No. 1, ?Winter Dreams? Las Posadas Celebration Gary Fry | Allelujah, Venite Gaudete, Wexford Processional, World of Joy Additional holiday programming to be announced.",https://s1.ticketm.net/dam/a/de5/3c6db0df-1195-480c-a4cb-284b838dfde5_1753361_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/new-west-symphony-presents-winter-dreams-thousand-oaks-california-12-06-2025/event/0B0061158C321336,"Thousand Oaks, United States Of America",Classical - Symphonic
Bach Musica: Best of Bach & Handel,12/7/2025 4:00," Great Hall, Auckland Town Hall",See Website for more details,Bach Musica NZ,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: This event is not suitable for ages 6 years and under. All patrons require a valid ticket for entry. Bach Musica NZ concludes the year with famous music by the two most loved Baroque composers of all times: Bach & Handel. Bach's majestic Orchestra Suite No 3 in D Major features 3 trumpets, oboes and strings. Two glorious Handel coronation anthems follow: The King Shall Rejoice and Zadok, the Priest. Bach's Christmas cantata Der Mund ist voll Lachens provides the perfect Christmas mood with its 3 trumpets, 4 vocal soloists, choir and orchestra.",https://s1.ticketm.net/dam/a/0e5/b02940e1-91d7-40d2-9e4d-6bf221e4c0e5_CUSTOM.jpg,https://www.ticketmaster.co.nz/bach-musica-best-of-bach-handel-auckland-07-12-2025/event/2400619195B70AE5,"Auckland, New Zealand",Classical - Symphonic
Elf in Concert with NJ Symphony,12/7/2025 19:00,Hackensack Meridian Health Theatre at the Count Basie Center ,See Website for more details,New Jersey Symphony,See Website for more details,https://s1.ticketm.net/dam/a/f14/ca27b688-79ef-4376-8582-4bef0f0d8f14_302061_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/elf-in-concert-with-nj-symphony-red-bank-new-jersey-12-07-2025/event/1D00628CB8F324B9,"Red Bank, United States Of America",Classical - Symphonic
The Muppet Christmas Carol in Concert,12/7/2025 20:30,BJCC Concert Hall,See Website for more details,Alabama Symphony Orchestra,See Website for more details,https://s1.ticketm.net/dam/a/787/6db385a3-281c-414f-b9a0-eef7cc27d787_704191_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/the-muppet-christmas-carol-in-concert-birmingham-alabama-12-07-2025/event/2000629D7DC61069,"Birmingham, United States Of America",Classical - Symphonic
The Music of Lord of the Rings/The Hobbit/Rings of Power-In Concert,12/8/2025 0:00,Rialto Theater,See Website for more details,The Hollywood Film Orchestra,"The Music of ""The Lord of the Rings"", ""The Hobbit"" and ""The Rings of Power"" - In Concert with a special guest from the films, a symphonic orchestra and the Oscar-winning music of Ed Sheeran, Howard Shore, Annie Lennox, Enya, and more great composers. The musical world of hobbits and elves from J.R.R. Tolkien's ""Lord of The Rings"", ""The Hobbit"" and ""The Rings of Power"" will be performed in a unique concert by a film orchestra, choir, and star soloists. The two-hour performance features an original guest star and the greatest music from the films, in an acoustic experience ranging from the threatening music of Mordor and the shrill sounds of the black riders to the beautiful lyrical melodies of the elves. The Lord of the Rings, The Hobbit, and The Rings of Power are trademarks of their respective owners. This concert is an independent event and is not affiliated with or endorsed by the studios, production companies, or respective trademark owners.",https://s1.ticketm.net/dam/e/0c7/d5b66800-573e-496d-9781-3dd61f13c0c7_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/the-music-of-lord-of-the-tacoma-washington-12-07-2025/event/0F0062BCE73D410F,"Tacoma, United States Of America",Classical - Symphonic
The Music of Hans Zimmerman & Others - A Celebration of Film Music,12/8/2025 4:00,Rialto Theater,See Website for more details,The Hollywood Film Orchestra,"No other composer has influenced the film world in the past two decades as much as the Oscar-, Globe- and Emmy-winning composer Hans Zimmer with his staggering compositions for films such as ""James Bond"", ""The Lion King"", ""Pirates of the Caribbean"", ""Gladiator"", ""The Dark Knight"", ""Man of Steel"", ""Inception"", and ""Interstellar"". Hans Zimmer wrote the film scores of more than 200 movies, won his second Oscar for ""Dune"" (2022), following his first Academy Award for ""The Lion King"" (1994). He named Ennio Morricone as his idol and role-model, whose work will be featured with excerpts from the films ""The Good, the Bad and the Ugly"" and ""Once Upon a Time in the West"". Zimmer followed Morricone's example of composing the film music often before (instead of after) filming, and shaped the entire film. He changed the beginning of Ridley Scott's ""Gladiator"" for example, and the world-famous director moved into the studio of Hans Zimmer.",https://s1.ticketm.net/dam/e/4f7/37e8c00b-fb71-4e47-a16f-4cc7d26b34f7_CUSTOM.jpg,https://www.ticketmaster.com/the-music-of-hans-zimmerman-others-tacoma-washington-12-07-2025/event/0F0062BCE7994142,"Tacoma, United States Of America",Classical - Symphonic
Oulu Sinfonia: All That Jazz,12/10/2025 16:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-all-that-jazz-tickets/1523496832?language=en-us,"Oulu, Finland",Classical - Classical/Vocal
HAUSER: THE REBEL IS BACK,12/11/2025 19:00,O2 Arena,See Website for more details,HAUSER,See Website for more details,https://s1.ticketm.net/dam/a/d10/a0cb10d6-460a-41a1-aa4c-9e1213d97d10_CUSTOM.jpg,https://www.ticketmaster.cz/event/hauser-the-rebel-is-back-tickets/136943240?language=en-us,"Praha 9, Czech Republic",Classical - Classical/Vocal
Handel's Messiah,12/12/2025 19:00,Royal Festival Hall,See Website for more details,Handel's Messiah,See Website for more details,https://s1.ticketm.net/dam/a/e28/85e949c6-b875-4acd-aad0-c2627df1be28_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.co.uk/handels-messiah-london-12-12-2025/event/1F0062ADAD102861,"London, Great Britain",Classical - Symphonic
Concierto Navide Radio Centro con la Sin,12/13/2025 1:30,Auditorio Nacional,See Website for more details,Concierto Navideño con La Sinfónica de Minería,"Este viernes y sábado, 12 y 13 de diciembre, 2025, regresa al Auditorio Nacional, la novena edición de un espectáculo único de su estilo, el Concierto Navideño Radio Centro con La Sinfónica de Minería. Será una noche inolvidable para toda la familia y llena de emociones perfectas para sumergirse en el espíritu festivo. Disfruta un repertorio de éxitos Navideños internacionales en vivo, incluyendo las versiones legendarias que han interpretado Michael Bublé, Bing Crosby, George Michael, Louis Armstrong, Mariah Carey, Trans-Siberian Orchestra, Tchaikovsky y muchos más! Interpretado en vivo por una agrupación de cantantes y de músicos destacados al nivel internacional. Elenco: Orquesta Mineria Pops dirigida por el Maestro Tomer Adaddi; los cantantes Marc Devigne, Heidi Webster, y Omer Shaish; The Global Karma Band; y el Coro de La Sinfónica de Mineria.",https://s1.ticketm.net/dam/a/bae/b8f99d24-7cf9-4e65-95e4-5fbf2488cbae_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com.mx/concierto-navideno-radio-centro-con-la-ciudad-de-mexico-12-12-2025/event/3D00625A92923C43,"Ciudad de México, Mexico",Classical - Symphonic
Star Wars: Return of the Jedi in Concert,12/13/2025 2:30,Northern Alberta Jubilee Auditorium,See Website for more details,Star Wars: Return Of The Jedi In Concert,"Join the FILMharmonique Orchestra for its final journey across the stars with a live in concert performance of Star Wars: Return of the Jedi! The stakes are high for the Rebel Alliance as they try to destroy the Death Star, while our hero Luke Skywalker faces a showdown with Darth Vader and the Emperor. The Academy Award-winning composer John Williams iconic score will be performed live by 78 musicians of the FILMharmonique Orchestra under the direction of Francis Choiniere, while the critically-acclaimed 1983 film plays on the big screen! © 1983 & TM LUCASFILM LTD. ALL RIGHTS RESERVED. Presentation licensed by Disney Concerts in association with 20th Century Fox, Lucasfilm Ltd.,and Warner/Chappell Music Producers / Presenters: GFN Productions, Orchestre FILMharmonique Interpretation: The FILMharmonique Orchestra Conductor: Francis Choiniere Duration: 2h30 with intermission",https://s1.ticketm.net/dam/e/ec2/7cc76e56-2ae5-4e23-900e-26b64a9e6ec2_SOURCE,https://www.ticketmaster.ca/star-wars-return-of-the-jedi-edmonton-alberta-12-12-2025/event/11006223C1CA215A,"Edmonton, Canada",Classical - Symphonic
Messiah,12/13/2025 6:30,Michael Fowler Centre,See Website for more details,Orpheus Choir,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Prepare for a night of musical grandeur as Orpheus Choir Wellington and Auckland Choral, New Zealand's largest city choirs, unite to present Orff's monumental Carmina Burana in a mighty presentation featuring 300 performers on stage, including a children's chorus, the combined power of two elite choirs and Wellington Brass Band.",https://s1.ticketm.net/dam/a/3b4/a713873a-0b84-49ca-878d-c7bdeab9a3b4_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.co.nz/messiah-wellington-13-12-2025/event/2400627AB4A013F5,"Wellington, New Zealand",Classical - Classical/Vocal
Christmas Classics - Matinee,12/13/2025 15:00,Royal Festival Hall,See Website for more details,Christmas Classics,See Website for more details,https://s1.ticketm.net/dam/a/1a0/95d7906c-36ee-4c31-99d5-de4f9b5a91a0_SOURCE,https://www.ticketmaster.co.uk/christmas-classics-matinee-london-13-12-2025/event/1F0062A80EDF3309,"London, Great Britain",Classical - Classical/Vocal
